total_gap,missing_count,weak_count,moderate_count,strong_count,avg_skill_level,high_importance_gap,readiness
30,5,0,0,0,0.0,0,Not Ready
24,1,0,3,1,1.8,19,Not Ready
13,1,0,1,3,2.2,12,Almost Ready
22,1,3,0,1,1.2,8,Not Ready
18,0,1,2,2,2.2,15,Not Ready
8,0,1,2,2,2.2,5,Job Ready
23,1,2,0,2,1.6,8,Not Ready
27,2,1,1,1,1.2,16,Not Ready
52,3,0,2,0,0.8,49,Not Ready
18,0,3,0,2,1.8,10,Almost Ready
49,3,2,0,0,0.4,37,Not Ready
14,0,1,3,1,2.0,9,Almost Ready
43,3,1,1,0,0.6,22,Not Ready
25,1,1,0,3,2.0,25,Not Ready
13,0,2,1,2,2.0,10,Almost Ready
25,2,0,2,1,1.4,5,Not Ready
18,2,0,0,3,1.8,12,Not Ready
39,3,0,1,1,1.0,30,Not Ready
42,3,1,0,1,0.8,30,Not Ready
7,0,0,3,2,2.4,4,Job Ready
30,2,2,0,1,1.0,12,Not Ready
27,1,2,1,1,1.4,15,Not Ready
11,0,1,1,3,2.4,10,Almost Ready
20,2,2,0,1,1.0,0,Not Ready
26,2,0,1,2,1.6,17,Not Ready
18,1,1,1,2,1.8,12,Not Ready
17,1,2,1,1,1.4,4,Not Ready
19,2,2,1,0,0.8,4,Not Ready
17,1,1,1,2,1.8,4,Almost Ready
18,3,0,0,2,1.2,0,Not Ready
17,2,1,0,2,1.4,8,Not Ready
26,0,3,2,0,1.4,15,Not Ready
20,1,1,1,2,1.8,10,Not Ready
21,0,3,2,0,1.4,5,Not Ready
19,1,1,2,1,1.6,5,Not Ready
29,2,0,2,1,1.4,20,Not Ready
10,1,0,1,3,2.2,0,Almost Ready
14,0,2,2,1,1.8,5,Almost Ready
22,1,2,1,1,1.4,8,Not Ready
34,2,3,0,0,0.6,8,Not Ready
29,3,0,1,1,1.0,12,Not Ready
31,3,0,2,0,0.8,15,Not Ready
35,2,1,1,1,1.2,20,Not Ready
42,2,2,1,0,0.8,25,Not Ready
11,0,1,2,2,2.2,5,Almost Ready
6,0,1,0,4,2.6,0,Job Ready
13,0,1,2,2,2.2,8,Almost Ready
19,0,2,2,1,1.8,15,Not Ready
26,2,0,2,1,1.4,20,Not Ready
28,3,1,1,0,0.6,17,Not Ready
21,1,1,2,1,1.6,10,Not Ready
9,1,1,1,2,1.8,0,Almost Ready
46,3,1,1,0,0.6,28,Not Ready
9,0,0,3,2,2.4,8,Almost Ready
19,1,1,1,2,1.8,15,Not Ready
25,1,1,0,3,2.0,25,Not Ready
45,2,3,0,0,0.6,33,Not Ready
13,2,0,1,2,1.6,4,Almost Ready
12,0,2,2,1,1.8,0,Almost Ready
14,0,1,1,3,2.4,14,Almost Ready
28,2,0,1,2,1.6,28,Not Ready
24,0,3,0,2,1.8,18,Not Ready
15,2,0,0,3,1.8,0,Almost Ready
27,0,4,1,0,1.2,15,Not Ready
34,2,2,0,1,1.0,25,Not Ready
14,1,0,1,3,2.2,5,Almost Ready
17,1,1,1,2,1.8,12,Not Ready
24,2,1,1,1,1.2,19,Not Ready
27,1,1,2,1,1.6,20,Not Ready
32,3,1,0,1,0.8,23,Not Ready
27,1,1,3,0,1.4,17,Not Ready
15,1,1,2,1,1.6,8,Almost Ready
23,2,1,1,1,1.2,16,Not Ready
17,0,1,3,1,2.0,8,Almost Ready
18,1,2,0,2,1.6,10,Not Ready
12,0,1,3,1,2.0,4,Almost Ready
16,1,1,1,2,1.8,12,Almost Ready
24,1,2,1,1,1.4,13,Not Ready
24,3,0,0,2,1.2,12,Not Ready
23,2,1,1,1,1.2,10,Not Ready
16,2,2,0,1,1.0,0,Not Ready
31,2,0,2,1,1.4,20,Not Ready
30,1,3,1,0,1.0,14,Not Ready
28,2,0,3,0,1.2,13,Not Ready
23,2,1,1,1,1.2,12,Not Ready
27,1,1,1,2,1.8,27,Not Ready
11,1,1,3,0,1.4,0,Almost Ready
17,0,1,2,2,2.2,17,Not Ready
17,1,1,3,0,1.4,12,Not Ready
27,1,3,0,1,1.2,15,Not Ready
17,1,1,3,0,1.4,5,Not Ready
12,1,2,0,2,1.6,0,Almost Ready
18,0,3,0,2,1.8,0,Not Ready
6,0,0,2,3,2.6,5,Job Ready
18,2,0,2,1,1.4,12,Not Ready
27,2,0,2,1,1.4,19,Not Ready
19,0,2,2,1,1.8,12,Not Ready
18,1,0,2,2,2.0,12,Not Ready
16,1,1,1,2,1.8,10,Not Ready
15,0,2,1,2,2.0,8,Almost Ready
33,1,2,0,2,1.6,33,Not Ready
21,0,2,1,2,2.0,18,Not Ready
21,3,1,0,1,0.8,0,Not Ready
12,1,0,1,3,2.2,0,Almost Ready
38,2,2,0,1,1.0,35,Not Ready
35,3,1,1,0,0.6,27,Not Ready
14,1,1,2,1,1.6,9,Not Ready
18,1,2,1,1,1.4,8,Not Ready
29,2,1,1,1,1.2,25,Not Ready
26,2,0,1,2,1.6,20,Not Ready
23,1,2,0,2,1.6,8,Not Ready
33,2,1,2,0,1.0,20,Not Ready
14,0,2,2,1,1.8,8,Almost Ready
30,1,2,0,2,1.6,30,Not Ready
27,2,0,1,2,1.6,24,Not Ready
14,0,3,0,2,1.8,10,Almost Ready
14,1,1,1,2,1.8,5,Almost Ready
18,0,2,2,1,1.8,8,Not Ready
